# source_api_id	status	crystal_refs	notes
browser.go::func::New	mapped	src/rod/browser.cr,spec/browser_parity_spec.cr,spec/browser_pages_parity_spec.cr,spec/browser_page_creation_parity_spec.cr,spec/browser_incognito_parity_spec.cr,spec/browser_wait_download_parity_spec.cr,spec/browser_each_event_parity_spec.cr,spec/browser_clear_states_parity_spec.cr	mapped from port inventory status=ported; browser API parity covered
lib/proto/runtime.go::const::RuntimeRemoteObjectSubtypeSet	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectSubtypeTypedarray	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectSubtypeWasmvalue	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectSubtypeWeakmap	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectSubtypeWeakset	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectSubtypeWebassemblymemory	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectTypeBigint	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectTypeBoolean	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectTypeFunction	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectTypeNumber	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectTypeObject	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectTypeString	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectTypeSymbol	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeRemoteObjectTypeUndefined	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeSerializationOptionsSerializationDeep	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeSerializationOptionsSerializationIDOnly	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::const::RuntimeSerializationOptionsSerializationJSON	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeAddBinding.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeAddBinding.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeAwaitPromise.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeAwaitPromise.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeBindingCalled.ProtoEvent	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeCallFunctionOn.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeCallFunctionOn.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeCompileScript.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeCompileScript.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeConsoleAPICalled.ProtoEvent	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeDisable.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeDisable.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeDiscardConsoleEntries.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeDiscardConsoleEntries.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeEnable.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeEnable.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeEvaluate.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeEvaluate.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeExceptionRevoked.ProtoEvent	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeExceptionThrown.ProtoEvent	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeExecutionContextCreated.ProtoEvent	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeExecutionContextDestroyed.ProtoEvent	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeExecutionContextsCleared.ProtoEvent	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGetExceptionDetails.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGetExceptionDetails.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGetHeapUsage.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGetHeapUsage.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGetIsolateID.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGetIsolateID.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGetProperties.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGetProperties.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGlobalLexicalScopeNames.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeGlobalLexicalScopeNames.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeInspectRequested.ProtoEvent	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeQueryObjects.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeQueryObjects.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeReleaseObject.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeReleaseObject.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeReleaseObjectGroup.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeReleaseObjectGroup.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeRemoveBinding.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeRemoveBinding.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeRunIfWaitingForDebugger.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeRunIfWaitingForDebugger.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeRunScript.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeRunScript.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeSetAsyncCallStackDepth.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeSetAsyncCallStackDepth.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeSetCustomObjectFormatterEnabled.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeSetCustomObjectFormatterEnabled.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeSetMaxCallStackSizeToCapture.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeSetMaxCallStackSizeToCapture.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeTerminateExecution.Call	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::method::RuntimeTerminateExecution.ProtoReq	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeAddBinding	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeAwaitPromise	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeAwaitPromiseResult	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeBindingCalled	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeCallArgument	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeCallFrame	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeCallFunctionOn	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeCallFunctionOnResult	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeCompileScript	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeCompileScriptResult	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeConsoleAPICalled	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeCustomPreview	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeDeepSerializedValue	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeDisable	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeDiscardConsoleEntries	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeEnable	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeEntryPreview	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeEvaluate	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeEvaluateResult	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeExceptionDetails	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeExceptionRevoked	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeExceptionThrown	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeExecutionContextCreated	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeExecutionContextDescription	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeExecutionContextDestroyed	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeExecutionContextsCleared	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeGetExceptionDetails	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
lib/proto/runtime.go::struct::RuntimeGetExceptionDetailsResult	mapped	src/cdp/runtime/events.cr,src/cdp/runtime/runtime.cr,src/cdp/runtime/types.cr,spec/cdp_type_parity_spec.cr	mapped from port inventory status=ported; generated proto domain artifacts present in Crystal with command/event method parity
